#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:P13569	uniprotkb:P08107	intact:EBI-349854|uniprotkb:Q20BG8|uniprotkb:Q20BH2|uniprotkb:Q2I0A1|uniprotkb:Q2I102	intact:EBI-629985|uniprotkb:P19790|uniprotkb:Q5JQI4|uniprotkb:Q5SP17|uniprotkb:Q9UQL9|uniprotkb:Q9UQM0|intact:EBI-4404728|uniprotkb:B4E3B6	psi-mi:cftr_human(display_long)|uniprotkb:CFTR(gene name)|psi-mi:CFTR(display_short)|uniprotkb:ABCC7(gene name synonym)|uniprotkb:cAMP-dependent chloride channel(gene name synonym)|uniprotkb:ATP-binding cassette sub-family C member 7(gene name synonym)|uniprotkb:Channel conductance-controlling ATPase(gene name synonym)	psi-mi:hsp71_human(display_long)|uniprotkb:HSPA1A(gene name)|psi-mi:HSPA1A(display_short)|uniprotkb:HSPA1(gene name synonym)|uniprotkb:HSPA1B(gene name)|psi-mi:HSPA1B(display_short)|uniprotkb:Heat shock 70 kDa protein 1/2(gene name synonym)|uniprotkb:HSX70(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Colas et al. (2012)	pubmed:22038833|imex:IM-20966	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6898303|imex:IM-20966-2	intact-miscore:0.53
uniprotkb:P13569	uniprotkb:P11021	intact:EBI-349854|uniprotkb:Q20BG8|uniprotkb:Q20BH2|uniprotkb:Q2I0A1|uniprotkb:Q2I102	intact:EBI-354921|uniprotkb:Q2EF78|uniprotkb:Q9NPF1|uniprotkb:Q9UK02|uniprotkb:B0QZ61	psi-mi:cftr_human(display_long)|uniprotkb:CFTR(gene name)|psi-mi:CFTR(display_short)|uniprotkb:ABCC7(gene name synonym)|uniprotkb:cAMP-dependent chloride channel(gene name synonym)|uniprotkb:ATP-binding cassette sub-family C member 7(gene name synonym)|uniprotkb:Channel conductance-controlling ATPase(gene name synonym)	psi-mi:bip_human(display_long)|uniprotkb:HSPA5(gene name)|psi-mi:HSPA5(display_short)|uniprotkb:GRP78(gene name synonym)|uniprotkb:Immunoglobulin heavy chain-binding protein(gene name synonym)|uniprotkb:78 kDa glucose-regulated protein(gene name synonym)|uniprotkb:Binding-immunoglobulin protein(gene name synonym)|uniprotkb:Heat shock protein 70 family protein 5(gene name synonym)|uniprotkb:Heat shock protein family A member 5(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Colas et al. (2012)	pubmed:22038833|imex:IM-20966	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6898303|imex:IM-20966-2	intact-miscore:0.53
uniprotkb:P13569	uniprotkb:P35579	intact:EBI-349854|uniprotkb:Q20BG8|uniprotkb:Q20BH2|uniprotkb:Q2I0A1|uniprotkb:Q2I102	intact:EBI-350338|uniprotkb:O60805|uniprotkb:Q86T83|intact:EBI-1054343|dip:DIP-33103N|uniprotkb:A8K6E4|uniprotkb:Q60FE2	psi-mi:cftr_human(display_long)|uniprotkb:CFTR(gene name)|psi-mi:CFTR(display_short)|uniprotkb:ABCC7(gene name synonym)|uniprotkb:cAMP-dependent chloride channel(gene name synonym)|uniprotkb:ATP-binding cassette sub-family C member 7(gene name synonym)|uniprotkb:Channel conductance-controlling ATPase(gene name synonym)	psi-mi:myh9_human(display_long)|uniprotkb:MYH9(gene name)|psi-mi:MYH9(display_short)|uniprotkb:Myosin heavy chain 9(gene name synonym)|uniprotkb:Myosin heavy chain, non-muscle IIa(gene name synonym)|uniprotkb:Non-muscle myosin heavy chain IIa(gene name synonym)|uniprotkb:Cellular myosin heavy chain, type A(gene name synonym)|uniprotkb:Non-muscle myosin heavy chain A(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Colas et al. (2012)	pubmed:22038833|imex:IM-20966	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6898303|imex:IM-20966-2	intact-miscore:0.35
uniprotkb:P13569	uniprotkb:P35527	intact:EBI-349854|uniprotkb:Q20BG8|uniprotkb:Q20BH2|uniprotkb:Q2I0A1|uniprotkb:Q2I102	intact:EBI-356382|uniprotkb:O00109|uniprotkb:Q0IJ47|uniprotkb:Q14665	psi-mi:cftr_human(display_long)|uniprotkb:CFTR(gene name)|psi-mi:CFTR(display_short)|uniprotkb:ABCC7(gene name synonym)|uniprotkb:cAMP-dependent chloride channel(gene name synonym)|uniprotkb:ATP-binding cassette sub-family C member 7(gene name synonym)|uniprotkb:Channel conductance-controlling ATPase(gene name synonym)	psi-mi:k1c9_human(display_long)|uniprotkb:KRT9(gene name)|psi-mi:KRT9(display_short)|uniprotkb:Keratin-9(gene name synonym)|uniprotkb:Cytokeratin-9(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Colas et al. (2012)	pubmed:22038833|imex:IM-20966	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6898303|imex:IM-20966-2	intact-miscore:0.35
uniprotkb:P13569	uniprotkb:P05787	intact:EBI-349854|uniprotkb:Q20BG8|uniprotkb:Q20BH2|uniprotkb:Q2I0A1|uniprotkb:Q2I102	intact:EBI-297852|uniprotkb:Q14099|uniprotkb:Q14716|uniprotkb:Q14717|uniprotkb:Q53GJ0|uniprotkb:Q6DHW5|uniprotkb:Q6GMY0|uniprotkb:Q6P4C7|uniprotkb:Q96J60|uniprotkb:A8K4H3|uniprotkb:B0AZN5|uniprotkb:F8VXB4	psi-mi:cftr_human(display_long)|uniprotkb:CFTR(gene name)|psi-mi:CFTR(display_short)|uniprotkb:ABCC7(gene name synonym)|uniprotkb:cAMP-dependent chloride channel(gene name synonym)|uniprotkb:ATP-binding cassette sub-family C member 7(gene name synonym)|uniprotkb:Channel conductance-controlling ATPase(gene name synonym)	psi-mi:k2c8_human(display_long)|uniprotkb:Keratin-8(gene name synonym)|uniprotkb:KRT8(gene name)|psi-mi:KRT8(display_short)|uniprotkb:CYK8(gene name synonym)|uniprotkb:Cytokeratin-8(gene name synonym)|uniprotkb:Type-II keratin Kb8(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Colas et al. (2012)	pubmed:22038833|imex:IM-20966	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6898303|imex:IM-20966-2	intact-miscore:0.61
uniprotkb:P13569	uniprotkb:P60709	intact:EBI-349854|uniprotkb:Q20BG8|uniprotkb:Q20BH2|uniprotkb:Q2I0A1|uniprotkb:Q2I102	intact:EBI-353944|uniprotkb:P02570|uniprotkb:P70514|uniprotkb:P99021|uniprotkb:Q11211|uniprotkb:Q64316|uniprotkb:Q75MN2|uniprotkb:Q96B34|uniprotkb:Q96HG5	psi-mi:cftr_human(display_long)|uniprotkb:CFTR(gene name)|psi-mi:CFTR(display_short)|uniprotkb:ABCC7(gene name synonym)|uniprotkb:cAMP-dependent chloride channel(gene name synonym)|uniprotkb:ATP-binding cassette sub-family C member 7(gene name synonym)|uniprotkb:Channel conductance-controlling ATPase(gene name synonym)	psi-mi:actb_human(display_long)|uniprotkb:ACTB(gene name)|psi-mi:ACTB(display_short)|uniprotkb:Beta-actin(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Colas et al. (2012)	pubmed:22038833|imex:IM-20966	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6898303|imex:IM-20966-2	intact-miscore:0.35
uniprotkb:P13569	uniprotkb:P08670	intact:EBI-349854|uniprotkb:Q20BG8|uniprotkb:Q20BH2|uniprotkb:Q2I0A1|uniprotkb:Q2I102	intact:EBI-353844|uniprotkb:Q15867|uniprotkb:Q15868|uniprotkb:Q15869|uniprotkb:Q548L2|uniprotkb:Q6LER9|uniprotkb:Q8N850|uniprotkb:Q96ML2|uniprotkb:Q9NTM3|uniprotkb:B0YJC2|intact:EBI-3442369|uniprotkb:D3DRU4	psi-mi:cftr_human(display_long)|uniprotkb:CFTR(gene name)|psi-mi:CFTR(display_short)|uniprotkb:ABCC7(gene name synonym)|uniprotkb:cAMP-dependent chloride channel(gene name synonym)|uniprotkb:ATP-binding cassette sub-family C member 7(gene name synonym)|uniprotkb:Channel conductance-controlling ATPase(gene name synonym)	psi-mi:vime_human(display_long)|uniprotkb:VIM(gene name)|psi-mi:VIM(display_short)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Colas et al. (2012)	pubmed:22038833|imex:IM-20966	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6898303|imex:IM-20966-2	intact-miscore:0.35
uniprotkb:P13569	uniprotkb:P13645	intact:EBI-349854|uniprotkb:Q20BG8|uniprotkb:Q20BH2|uniprotkb:Q2I0A1|uniprotkb:Q2I102	intact:EBI-465144|uniprotkb:Q14664|uniprotkb:Q8N175	psi-mi:cftr_human(display_long)|uniprotkb:CFTR(gene name)|psi-mi:CFTR(display_short)|uniprotkb:ABCC7(gene name synonym)|uniprotkb:cAMP-dependent chloride channel(gene name synonym)|uniprotkb:ATP-binding cassette sub-family C member 7(gene name synonym)|uniprotkb:Channel conductance-controlling ATPase(gene name synonym)	psi-mi:k1c10_human(display_long)|uniprotkb:KRT10(gene name)|psi-mi:KRT10(display_short)|uniprotkb:Cytokeratin-10(gene name synonym)|uniprotkb:KPP(gene name synonym)|uniprotkb:Keratin-10(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Colas et al. (2012)	pubmed:22038833|imex:IM-20966	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6898303|imex:IM-20966-2	intact-miscore:0.35
uniprotkb:P05787	uniprotkb:P13569	intact:EBI-297852|uniprotkb:Q14099|uniprotkb:Q14716|uniprotkb:Q14717|uniprotkb:Q53GJ0|uniprotkb:Q6DHW5|uniprotkb:Q6GMY0|uniprotkb:Q6P4C7|uniprotkb:Q96J60|uniprotkb:A8K4H3|uniprotkb:B0AZN5|uniprotkb:F8VXB4	intact:EBI-349854|uniprotkb:Q20BG8|uniprotkb:Q20BH2|uniprotkb:Q2I0A1|uniprotkb:Q2I102	psi-mi:k2c8_human(display_long)|uniprotkb:Keratin-8(gene name synonym)|uniprotkb:KRT8(gene name)|psi-mi:KRT8(display_short)|uniprotkb:CYK8(gene name synonym)|uniprotkb:Cytokeratin-8(gene name synonym)|uniprotkb:Type-II keratin Kb8(gene name synonym)	psi-mi:cftr_human(display_long)|uniprotkb:CFTR(gene name)|psi-mi:CFTR(display_short)|uniprotkb:ABCC7(gene name synonym)|uniprotkb:cAMP-dependent chloride channel(gene name synonym)|uniprotkb:ATP-binding cassette sub-family C member 7(gene name synonym)|uniprotkb:Channel conductance-controlling ATPase(gene name synonym)	psi-mi:"MI:0663"(confocal microscopy)	Colas et al. (2012)	pubmed:22038833|imex:IM-20966	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0403"(colocalization)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6898334|imex:IM-20966-3	intact-miscore:0.61
uniprotkb:P13569	uniprotkb:P05787	intact:EBI-349854|uniprotkb:Q20BG8|uniprotkb:Q20BH2|uniprotkb:Q2I0A1|uniprotkb:Q2I102	intact:EBI-297852|uniprotkb:Q14099|uniprotkb:Q14716|uniprotkb:Q14717|uniprotkb:Q53GJ0|uniprotkb:Q6DHW5|uniprotkb:Q6GMY0|uniprotkb:Q6P4C7|uniprotkb:Q96J60|uniprotkb:A8K4H3|uniprotkb:B0AZN5|uniprotkb:F8VXB4	psi-mi:cftr_human(display_long)|uniprotkb:CFTR(gene name)|psi-mi:CFTR(display_short)|uniprotkb:ABCC7(gene name synonym)|uniprotkb:cAMP-dependent chloride channel(gene name synonym)|uniprotkb:ATP-binding cassette sub-family C member 7(gene name synonym)|uniprotkb:Channel conductance-controlling ATPase(gene name synonym)	psi-mi:k2c8_human(display_long)|uniprotkb:Keratin-8(gene name synonym)|uniprotkb:KRT8(gene name)|psi-mi:KRT8(display_short)|uniprotkb:CYK8(gene name synonym)|uniprotkb:Cytokeratin-8(gene name synonym)|uniprotkb:Type-II keratin Kb8(gene name synonym)	psi-mi:"MI:0663"(confocal microscopy)	Colas et al. (2012)	pubmed:22038833|imex:IM-20966	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0403"(colocalization)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6898336|imex:IM-20966-4	intact-miscore:0.61
uniprotkb:P13569	uniprotkb:P05787	intact:EBI-349854|uniprotkb:Q20BG8|uniprotkb:Q20BH2|uniprotkb:Q2I0A1|uniprotkb:Q2I102	intact:EBI-297852|uniprotkb:Q14099|uniprotkb:Q14716|uniprotkb:Q14717|uniprotkb:Q53GJ0|uniprotkb:Q6DHW5|uniprotkb:Q6GMY0|uniprotkb:Q6P4C7|uniprotkb:Q96J60|uniprotkb:A8K4H3|uniprotkb:B0AZN5|uniprotkb:F8VXB4	psi-mi:cftr_human(display_long)|uniprotkb:CFTR(gene name)|psi-mi:CFTR(display_short)|uniprotkb:ABCC7(gene name synonym)|uniprotkb:cAMP-dependent chloride channel(gene name synonym)|uniprotkb:ATP-binding cassette sub-family C member 7(gene name synonym)|uniprotkb:Channel conductance-controlling ATPase(gene name synonym)	psi-mi:k2c8_human(display_long)|uniprotkb:Keratin-8(gene name synonym)|uniprotkb:KRT8(gene name)|psi-mi:KRT8(display_short)|uniprotkb:CYK8(gene name synonym)|uniprotkb:Cytokeratin-8(gene name synonym)|uniprotkb:Type-II keratin Kb8(gene name synonym)	psi-mi:"MI:0663"(confocal microscopy)	Colas et al. (2012)	pubmed:22038833|imex:IM-20966	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0403"(colocalization)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6898377|imex:IM-20966-5	intact-miscore:0.61
uniprotkb:P11679	uniprotkb:P26361	intact:EBI-6932294|uniprotkb:Q3KQK5|uniprotkb:Q3TGI1|uniprotkb:Q3TJE1|uniprotkb:Q3TKY7|uniprotkb:Q61463|uniprotkb:Q61518|uniprotkb:Q61519	intact:EBI-6115317|uniprotkb:Q63893|uniprotkb:Q63894|uniprotkb:Q9JKQ6	psi-mi:k2c8_mouse(display_long)|uniprotkb:Krt8(gene name)|psi-mi:Krt8(display_short)|uniprotkb:Krt2-8(gene name synonym)|uniprotkb:Cytokeratin endo A(gene name synonym)|uniprotkb:Cytokeratin-8(gene name synonym)|uniprotkb:Keratin-8(gene name synonym)|uniprotkb:Type-II keratin Kb8(gene name synonym)	psi-mi:cftr_mouse(display_long)|uniprotkb:Cftr(gene name)|psi-mi:Cftr(display_short)|uniprotkb:Abcc7(gene name synonym)|uniprotkb:ATP-binding cassette sub-family C member 7(gene name synonym)|uniprotkb:Channel conductance-controlling ATPase(gene name synonym)|uniprotkb:cAMP-dependent chloride channel(gene name synonym)	psi-mi:"MI:0107"(surface plasmon resonance)	Colas et al. (2012)	pubmed:22038833|imex:IM-20966	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6932285|imex:IM-20966-10	intact-miscore:0.44
uniprotkb:P13569	uniprotkb:P05787	intact:EBI-349854|uniprotkb:Q20BG8|uniprotkb:Q20BH2|uniprotkb:Q2I0A1|uniprotkb:Q2I102	intact:EBI-297852|uniprotkb:Q14099|uniprotkb:Q14716|uniprotkb:Q14717|uniprotkb:Q53GJ0|uniprotkb:Q6DHW5|uniprotkb:Q6GMY0|uniprotkb:Q6P4C7|uniprotkb:Q96J60|uniprotkb:A8K4H3|uniprotkb:B0AZN5|uniprotkb:F8VXB4	psi-mi:cftr_human(display_long)|uniprotkb:CFTR(gene name)|psi-mi:CFTR(display_short)|uniprotkb:ABCC7(gene name synonym)|uniprotkb:cAMP-dependent chloride channel(gene name synonym)|uniprotkb:ATP-binding cassette sub-family C member 7(gene name synonym)|uniprotkb:Channel conductance-controlling ATPase(gene name synonym)	psi-mi:k2c8_human(display_long)|uniprotkb:Keratin-8(gene name synonym)|uniprotkb:KRT8(gene name)|psi-mi:KRT8(display_short)|uniprotkb:CYK8(gene name synonym)|uniprotkb:Cytokeratin-8(gene name synonym)|uniprotkb:Type-II keratin Kb8(gene name synonym)	psi-mi:"MI:0107"(surface plasmon resonance)	Colas et al. (2012)	pubmed:22038833|imex:IM-20966	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6932274|imex:IM-20966-9	intact-miscore:0.61
uniprotkb:P35637	uniprotkb:Q15149	intact:EBI-400434|uniprotkb:Q9H4A8|dip:DIP-29857N	intact:EBI-297903|intact:EBI-1103289|intact:EBI-1103265|intact:EBI-1055056|uniprotkb:Q15148|uniprotkb:Q16640|uniprotkb:Q6S376|uniprotkb:Q6S380|intact:EBI-1103313|uniprotkb:Q6S377|uniprotkb:Q6S378|uniprotkb:Q6S379|intact:EBI-1103301|intact:EBI-1103253|uniprotkb:Q6S381|uniprotkb:Q6S382|uniprotkb:Q6S383|intact:EBI-2825763	psi-mi:fus_human(display_long)|uniprotkb:FUS(gene name)|psi-mi:FUS(display_short)|uniprotkb:TLS(gene name synonym)|uniprotkb:Oncogene FUS(gene name synonym)|uniprotkb:Oncogene TLS(gene name synonym)|uniprotkb:Translocated in liposarcoma protein(gene name synonym)|uniprotkb:POMp75(gene name synonym)|uniprotkb:75 kDa DNA-pairing protein(gene name synonym)	psi-mi:plec_human(display_long)|uniprotkb:PLEC(gene name)|psi-mi:PLEC(display_short)|uniprotkb:Hemidesmosomal protein 1(gene name synonym)|uniprotkb:PLEC1(gene name synonym)|uniprotkb:Plectin-1(gene name synonym)	psi-mi:"MI:0096"(pull down)	Thomsen et al. (2012)	imex:IM-20965|pubmed:22240165	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6898811|imex:IM-20965-1	intact-miscore:0.56
uniprotkb:Q92804	uniprotkb:Q15149	intact:EBI-2255091|uniprotkb:B2R837|uniprotkb:Q92751|intact:EBI-3867593|uniprotkb:Q86X94	intact:EBI-297903|intact:EBI-1103289|intact:EBI-1103265|intact:EBI-1055056|uniprotkb:Q15148|uniprotkb:Q16640|uniprotkb:Q6S376|uniprotkb:Q6S380|intact:EBI-1103313|uniprotkb:Q6S377|uniprotkb:Q6S378|uniprotkb:Q6S379|intact:EBI-1103301|intact:EBI-1103253|uniprotkb:Q6S381|uniprotkb:Q6S382|uniprotkb:Q6S383|intact:EBI-2825763	psi-mi:rbp56_human(display_long)|uniprotkb:TAF15(gene name)|psi-mi:TAF15(display_short)|uniprotkb:RBP56(gene name synonym)|uniprotkb:TAF2N(gene name synonym)|uniprotkb:RNA-binding protein 56(gene name synonym)|uniprotkb:68 kDa TATA-binding protein-associated factor(gene name synonym)	psi-mi:plec_human(display_long)|uniprotkb:PLEC(gene name)|psi-mi:PLEC(display_short)|uniprotkb:Hemidesmosomal protein 1(gene name synonym)|uniprotkb:PLEC1(gene name synonym)|uniprotkb:Plectin-1(gene name synonym)	psi-mi:"MI:0096"(pull down)	Thomsen et al. (2012)	imex:IM-20965|pubmed:22240165	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6899039|imex:IM-20965-6	intact-miscore:0.40
uniprotkb:P35637	uniprotkb:Q15149	intact:EBI-400434|uniprotkb:Q9H4A8|dip:DIP-29857N	intact:EBI-297903|intact:EBI-1103289|intact:EBI-1103265|intact:EBI-1055056|uniprotkb:Q15148|uniprotkb:Q16640|uniprotkb:Q6S376|uniprotkb:Q6S380|intact:EBI-1103313|uniprotkb:Q6S377|uniprotkb:Q6S378|uniprotkb:Q6S379|intact:EBI-1103301|intact:EBI-1103253|uniprotkb:Q6S381|uniprotkb:Q6S382|uniprotkb:Q6S383|intact:EBI-2825763	psi-mi:fus_human(display_long)|uniprotkb:FUS(gene name)|psi-mi:FUS(display_short)|uniprotkb:TLS(gene name synonym)|uniprotkb:Oncogene FUS(gene name synonym)|uniprotkb:Oncogene TLS(gene name synonym)|uniprotkb:Translocated in liposarcoma protein(gene name synonym)|uniprotkb:POMp75(gene name synonym)|uniprotkb:75 kDa DNA-pairing protein(gene name synonym)	psi-mi:plec_human(display_long)|uniprotkb:PLEC(gene name)|psi-mi:PLEC(display_short)|uniprotkb:Hemidesmosomal protein 1(gene name synonym)|uniprotkb:PLEC1(gene name synonym)|uniprotkb:Plectin-1(gene name synonym)	psi-mi:"MI:0096"(pull down)	Thomsen et al. (2012)	imex:IM-20965|pubmed:22240165	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6898837|imex:IM-20965-2	intact-miscore:0.56
uniprotkb:Q15149	uniprotkb:Q01844	intact:EBI-297903|intact:EBI-1103289|intact:EBI-1103265|intact:EBI-1055056|uniprotkb:Q15148|uniprotkb:Q16640|uniprotkb:Q6S376|uniprotkb:Q6S380|intact:EBI-1103313|uniprotkb:Q6S377|uniprotkb:Q6S378|uniprotkb:Q6S379|intact:EBI-1103301|intact:EBI-1103253|uniprotkb:Q6S381|uniprotkb:Q6S382|uniprotkb:Q6S383|intact:EBI-2825763	intact:EBI-739737|uniprotkb:Q92635|uniprotkb:Q96FE8|uniprotkb:Q96MX4|uniprotkb:Q9BWA2|uniprotkb:Q5THL0|intact:EBI-10985407|uniprotkb:B0QYK1|uniprotkb:Q96MN4	psi-mi:plec_human(display_long)|uniprotkb:PLEC(gene name)|psi-mi:PLEC(display_short)|uniprotkb:Hemidesmosomal protein 1(gene name synonym)|uniprotkb:PLEC1(gene name synonym)|uniprotkb:Plectin-1(gene name synonym)	psi-mi:ews_human(display_long)|uniprotkb:EWSR1(gene name)|psi-mi:EWSR1(display_short)|uniprotkb:EWS(gene name synonym)|uniprotkb:EWS oncogene(gene name synonym)|uniprotkb:Ewing sarcoma breakpoint region 1 protein(gene name synonym)	psi-mi:"MI:0096"(pull down)	Thomsen et al. (2012)	imex:IM-20965|pubmed:22240165	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6899023|imex:IM-20965-5	intact-miscore:0.40
uniprotkb:Q15149	uniprotkb:P35637	intact:EBI-297903|intact:EBI-1103289|intact:EBI-1103265|intact:EBI-1055056|uniprotkb:Q15148|uniprotkb:Q16640|uniprotkb:Q6S376|uniprotkb:Q6S380|intact:EBI-1103313|uniprotkb:Q6S377|uniprotkb:Q6S378|uniprotkb:Q6S379|intact:EBI-1103301|intact:EBI-1103253|uniprotkb:Q6S381|uniprotkb:Q6S382|uniprotkb:Q6S383|intact:EBI-2825763	intact:EBI-400434|uniprotkb:Q9H4A8|dip:DIP-29857N	psi-mi:plec_human(display_long)|uniprotkb:PLEC(gene name)|psi-mi:PLEC(display_short)|uniprotkb:Hemidesmosomal protein 1(gene name synonym)|uniprotkb:PLEC1(gene name synonym)|uniprotkb:Plectin-1(gene name synonym)	psi-mi:fus_human(display_long)|uniprotkb:FUS(gene name)|psi-mi:FUS(display_short)|uniprotkb:TLS(gene name synonym)|uniprotkb:Oncogene FUS(gene name synonym)|uniprotkb:Oncogene TLS(gene name synonym)|uniprotkb:Translocated in liposarcoma protein(gene name synonym)|uniprotkb:POMp75(gene name synonym)|uniprotkb:75 kDa DNA-pairing protein(gene name synonym)	psi-mi:"MI:0663"(confocal microscopy)	Thomsen et al. (2012)	imex:IM-20965|pubmed:22240165	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0403"(colocalization)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6898878|imex:IM-20965-3	intact-miscore:0.56
chebi:"CHEBI:74858"	uniprotkb:P49768-PRO_0000025591	intact:EBI-6899434	intact:EBI-2606326	psi-mi:gcb(display_short)|psi-mi:"CHEBI:74858"(display_long)	psi-mi:p49768-pro_0000025591(display_long)|uniprotkb:PSEN1(gene name)|psi-mi:PSEN1(display_short)|uniprotkb:AD3(gene name synonym)|uniprotkb:PS1(gene name synonym)|uniprotkb:PSNL1(gene name synonym)|uniprotkb:Protein S182(gene name synonym)	psi-mi:"MI:0096"(pull down)	Teranishi et al. (2012)	imex:IM-20964|pubmed:22771797	taxid:-2(chemical synthesis)|taxid:-2("Chemical synthesis (Chemical synthesis)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6899599|imex:IM-20964-1	intact-miscore:0.35
chebi:"CHEBI:74858"	uniprotkb:Q92542	intact:EBI-6899434	intact:EBI-998440|uniprotkb:Q86VV5|uniprotkb:Q5T207|uniprotkb:Q5T208	psi-mi:gcb(display_short)|psi-mi:"CHEBI:74858"(display_long)	psi-mi:nica_human(display_long)|uniprotkb:NCSTN(gene name)|psi-mi:NCSTN(display_short)|uniprotkb:KIAA0253(gene name synonym)|uniprotkb:UNQ1874/PRO4317(orf name)	psi-mi:"MI:0096"(pull down)	Teranishi et al. (2012)	imex:IM-20964|pubmed:22771797	taxid:-2(chemical synthesis)|taxid:-2("Chemical synthesis (Chemical synthesis)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6899599|imex:IM-20964-1	intact-miscore:0.35
